Event,KE_e,x,y,z
731,2.36554,-126.076,515,-68.2106
732,3.67318,-358.672,183.874,215
733,4.14743,-177.703,435.146,-515
734,4.97578,113.402,-240.285,215
735,4.23335,269.716,-515,-483.014
736,2.57454,70.8759,515,-108.354
737,8.33248,-416.427,-333.641,215
738,2.28272,-266.181,-252.427,-515
739,0.832853,59.8697,515,-58.9161
740,0.543122,30.7795,-26.1151,215
741,7.1659,-515,-199.214,-290.002
742,3.2269,-220.26,-386.386,215
743,3.01712,117.229,-118.015,-515
744,6.64557,515,326.762,14.2575
745,5.36611,307.225,-515,23.8961
746,5.23655,-413.655,19.4074,215
747,4.88871,372.334,-359.502,215
748,6.72569,-63.5871,19.0459,215
749,4.05121,-264.21,76.1083,215
750,5.59265,-32.437,-84.8176,215
751,3.42193,-255.066,515,-27.3804
752,4.70478,-62.8487,515,-123.004
753,0.933785,-133.869,-52.1628,215
754,5.78216,-56.9591,98.4434,215
755,6.73154,316.973,214.761,215
756,4.58329,515,391.586,-496.006
757,0.196525,298.29,515,-286.039
758,4.0624,157.234,37.5395,215
759,0.256111,-366.309,-291.851,215
760,6.46176,437.257,515,186.758
761,4.53464,-515,-203.245,143.451
762,5.33938,-187.699,-35.0807,-515
763,2.73181,186.29,182.664,215
764,5.06341,515,-55.8778,-99.4571
765,9.81995,-410.72,-515,89.2424
766,0.68539,-515,119.635,-445.695
767,7.07343,-59.7378,357.881,215
768,4.46993,515,382.425,-288.516
769,5.39291,235.496,-515,-382.199
770,3.93784,515,197.276,-84.3348
771,6.09005,463.216,-515,115.4
772,2.77508,-515,-512.328,-124.445
773,6.07985,94.1027,-507.816,-515
774,1.53328,515,-8.93168,-336.469
775,1.84543,515,29.1334,-209.792
776,3.53115,133.035,57.4499,215
777,5.50465,-515,-145.08,-329.306
778,1.07508,28.2157,511.224,-515
779,0.606311,309.442,-130.818,-515
780,7.82266,-515,147.02,-73.6925
781,3.46814,-515,-83.559,-47.5349
782,3.26545,196.408,311.585,-515
783,5.972,388.26,-334.706,-515
784,5.88938,515,-59.5982,-311.872
785,4.61441,-76.5721,-402.133,215
786,4.66628,430.682,-515,43.1752
787,9.52077,153.454,-515,-117.863
788,4.45897,-210.282,-203.122,215
789,7.52069,-151.091,191.273,-515
790,2.21507,515,-280.477,-1.63583
791,1.67767,515,172.867,-336.297
792,5.99651,-515,182.176,86.4171
793,3.89123,-515,-370.206,117.141
794,6.89128,-277.988,236.865,-515
795,5.94032,-515,-273.442,-339.095
796,2.79338,-156.498,-515,-260.532
797,3.34141,-423.397,-436.373,215
798,5.45469,-50.4836,515,-444.714
799,7.54453,-132.285,77.8004,-515
800,2.3522,62.5468,-86.0532,215
801,3.58037,-515,416.064,-273.473
802,3.60883,77.9624,251.484,215
803,2.91689,-184.624,-515,-272.09
804,2.70378,365.111,-253.374,-515
805,5.70398,145.858,-234.981,215
806,3.38675,-464.415,-327.375,215
807,1.20974,343.752,-175.664,215
808,4.4817,-515,188.644,-106.473
809,1.62409,19.3609,-186.916,215
810,4.0841,-94.04,-121.818,215
811,5.62713,222.427,-515,-246.402
812,2.62881,278.218,267.801,-515
813,2.50064,-515,-177.964,-162.542
814,2.6035,-113.661,-94.3217,-515
815,2.72573,-16.5636,257.251,215
816,5.81109,-237.866,-192.37,-515
817,3.31538,485.713,-288.781,215
818,5.75281,-110.089,-324.841,215
819,3.36441,91.0511,90.0044,215
820,3.31445,515,-230.103,-36.2344
821,3.71991,232.034,-347.475,215
822,4.29801,-27.1126,159.48,215
823,7.61463,46.5975,515,57.6673
824,7.07409,108.668,436.485,215
825,6.77566,284.074,-87.1075,-515
826,2.401,-515,314.877,-107.491
827,0.107876,40.9658,-124.506,-515
828,6.42266,500.177,-515,28.2309
829,0.754388,-515,296.641,-170.686
830,9.06452,210.71,-6.04662,-515
831,0.177884,-515,3.33298,188.367
832,1.34508,-151.496,-515,120.279
833,6.91524,324.662,-1.37248,215
834,2.57757,-367.998,44.9304,215
835,1.15234,-484.534,515,-486.216
836,6.91732,-55.4238,92.1852,215
837,6.77338,-47.9095,-515,169.379
838,6.37715,-43.5624,60.0525,-515
839,3.64277,-235.418,-181.675,215
840,0.937566,24.615,315.943,-515
841,4.87796,-179.859,103.911,215
842,5.80563,-396.953,515,134.501
843,4.52035,407.462,-515,-83.5939
844,2.81694,349.678,-515,213.363
845,5.83609,-513.12,-280.483,215
846,3.50198,-314.617,-515,-468.557
847,3.36963,140.561,395.427,-515
848,4.28147,51.166,-195.387,215
849,8.74318,345.263,-515,-7.04026
850,0.473629,482.177,-515,93.9603
851,0.107822,-145.962,515,-305.841
852,1.08635,251.424,85.0603,215
853,2.1895,-515,55.343,-242.019
854,0.649552,-110.335,-515,-221.234
855,5.22247,-236.776,-260.592,215
856,2.0157,-282.491,359.614,-515
857,0.815848,31.4283,49.8221,215
858,5.62451,195.963,109.557,215
859,2.43635,515,-260.006,-20.3415
860,0.142269,-466.625,168.529,215
861,2.96473,-515,-226.224,52.1545
862,4.75657,122.21,-146.127,215
863,5.95817,-153.774,515,-398.564
864,5.18177,-86.9527,515,84.1965
865,3.61486,-515,246.355,-2.55804
866,4.38181,345.603,515,-15.5112
867,0.552614,-436.909,-3.02649,215
868,6.23275,337.971,-186.718,215
869,3.60895,-141.12,515,-149.061
870,2.34194,-96.3709,253.269,-515
871,0.733089,-61.0339,51.6033,215
872,0.0518502,-364.304,78.1669,-515
873,8.15019,-34.172,-130.494,215
874,4.10605,-242.835,409,215
875,0.97455,-296.624,63.9973,-515
876,2.90286,75.7977,-402.294,-515
877,4.85693,167.423,-245.849,215
878,3.85034,42.1014,65.9163,-515
879,2.82075,-515,92.1369,-182.161
880,2.89426,55.468,83.4289,215
881,4.11261,-81.0905,-515,-97.2397
882,3.06113,353.195,-441.015,215
883,2.1938,-499.777,385.313,215
884,3.57409,515,-285.626,100.367
885,4.34696,-161.734,-307.084,215
886,2.10337,483.147,515,-186.754
887,2.12025,249.061,515,102.837
888,4.77973,333.458,143.907,-515
889,4.32686,198.624,500.407,-515
890,3.06764,-492.681,515,-35.684
891,2.45852,515,195.903,-41.6438
892,4.43928,-515,-458.403,129.419
893,3.40672,110,-515,-52.2266
894,6.41738,-224.089,515,99.2086
895,2.53429,363.483,-356.136,215
896,6.72205,-57.6664,-515,-7.77759
897,2.31966,-216.579,515,91.5825
898,2.9167,-343.332,515,-275.32
899,1.45812,17.2572,-6.67477,215
900,3.95448,-202.544,-27.3577,215
901,2.61512,-37.0925,-6.51999,215
902,2.43413,-515,155.859,-453.092
903,0.874572,-515,213.421,-417.22
904,5.45674,-515,484.462,56.4592
905,4.80137,212.119,373.798,-515
906,3.69265,-515,3.57165,-3.61113
907,0.58271,-26.1831,-147.053,215
908,3.00819,515,158.739,50.5502
909,4.68713,-4.67989,121.914,-515
910,1.56239,-18.8699,-64.3968,-515
911,4.89908,27.6757,95.3339,215
912,7.89905,-337.153,-515,72.3913
913,3.84958,308.109,515,-430.236
914,0.703539,-19.3561,515,-107.636
915,1.60628,-515,6.61306,-30.3298
916,5.53081,140.945,-212.803,215
917,2.01523,421.4,102.59,215
918,2.84335,295.983,515,142.714
919,2.50484,-193.196,311.584,-515
920,3.24809,35.3054,102.98,215
921,6.27229,-274.334,-348.446,215
922,1.02955,-515,478.473,-491.156
923,4.59702,69.4412,490.785,-515
924,6.26475,515,-129.422,-429.772
925,0.249558,128.92,336.886,215
926,3.28391,315.934,-515,-84.0663
927,6.45346,-95.7523,-258.062,215
928,3.77689,515,-275.636,152.58
929,0.436626,-238.387,-515,-137.981
930,2.06369,-313.436,20.5088,215
931,4.73429,-164.92,515,-19.4638
932,3.11663,260.766,127.768,215
933,2.92715,60.6814,-9.94929,215
934,0.527246,-2.83684,-410.761,215
935,9.58787,515,197.623,29.3978
936,3.78444,255.929,275.821,-515
937,5.91281,77.7858,-515,-263.456
938,6.44218,18.0185,-60.1914,215
939,1.52831,119.13,-85.563,-515
940,5.39011,-515,-415.645,-189.3
941,3.01045,-58.6035,69.7432,215
942,4.86461,-515,-72.3875,-352.106
943,9.46099,232.771,35.3382,215
944,5.07626,412.754,10.302,215
945,4.09107,31.6636,-11.8572,215
946,0.216936,36.0834,-235.451,-515
947,6.36351,-252.082,-169.412,215
948,1.6233,515,14.606,133.933
949,2.41001,35.5424,515,-67.1842
950,3.77678,150.458,25.7256,-515
951,7.5458,188.989,428.034,-515
952,4.10803,138.935,291.111,215
953,2.10525,515,436.058,-74.6104
954,3.11978,-504.248,-201.26,-515
955,5.33232,-147.696,-515,50.738
956,5.65924,-209.12,-515,22.1702
957,3.36635,-99.3356,515,-80.6653
958,0.530648,59.8454,-515,13.2231
959,7.21627,258.429,383.093,-515
960,6.34888,90.1636,-515,-445.755
961,5.20863,-230.721,465.035,-515
962,1.19105,-91.7919,-169.269,-515
963,3.80369,215.78,-46.72,215
964,2.26115,-131.53,-43.2666,215
965,4.277,46.3275,-252.526,-515
966,0.433375,316.638,515,-351.082
967,3.93805,8.60894,-132.705,215
968,0.791947,256.156,156.894,-515
969,2.68295,117.215,-88.8728,215
970,2.56978,-515,-213.978,83.9426
971,0.414768,284.795,28.072,215
972,6.57655,185.435,-106.05,215
973,0.485276,515,-105.584,204.637
974,0.0543127,-515,23.1008,-337.026
975,3.29689,462.008,-142.665,215
976,6.84091,-77.8496,515,38.4922
977,4.84818,-81.9518,-12.1039,215
978,3.58487,-515,-319.314,39.8317
979,2.56531,-227.067,-498.023,-515
980,4.45299,515,-11.4278,187.132
981,4.88571,-238.279,515,-353.653
982,8.47192,45.7077,205.06,215
983,4.61743,-54.2666,84.081,215
984,6.42086,-67.5164,515,32.2376
985,7.49403,-515,-75.1953,-115.523
986,3.12714,-224.135,-354.388,215
987,6.05238,209.01,515,-52.9823
988,3.55618,-325.942,-30.1054,215
989,2.19817,-3.04165,-71.1074,215
990,3.99661,-241.359,-515,-249.579
991,1.98363,85.4076,515,39.8214
992,0.134316,60.0349,224.521,-515
993,4.99803,-32.6131,-60.9972,-515
994,3.7203,-182.92,515,-501.703
995,0.447924,-227.404,515,-292.223
996,0.0923299,400.851,305.539,-515
997,0.0767099,-99.292,-128.412,-515
998,3.82168,58.2919,-364.947,215
999,4.89507,54.623,-515,-389.784
1000,4.38978,515,387.887,-110.9
1001,2.51944,76.867,418.399,-515
1002,8.09178,-359.37,-515,-266.14
1003,3.31188,-443.779,-515,-0.0611566
1004,0.442741,191.154,220.133,-515
1005,4.76233,368.441,-280.879,-515
1006,3.60003,504.373,-515,-123.68
1007,3.63039,-351.068,-515,60.1076
1008,0.395096,-515,-31.8542,152.777
1009,4.39221,-260.437,515,-277.776
1010,7.22868,153.522,9.12727,-515
1011,2.24895,159.589,-515,199.669
1012,4.88765,-137.219,-272.564,215
1013,1.03682,-496.835,-515,-239.728
1014,3.5201,-515,26.1081,168.567
1015,6.80352,-515,-235.547,-257.071
1016,4.60801,295.109,515,196.033
1017,2.3741,515,4.47921,-137.96
1018,6.77699,-57.3325,432.063,-515
1019,3.86033,515,84.8805,104.31
1020,5.31065,-84.2062,-515,-276.981
1021,0.489707,388.878,-118.258,215
1022,4.00333,214.942,515,75.9943
1023,2.79397,350.971,-515,123.629
1024,0.107933,-132.057,271.835,-515
1025,3.90279,-369.736,515,-186.531
1026,0.054443,-515,211.022,-170.693
1027,4.15271,115.24,-515,93.4115
1028,3.69431,515,12.8848,38.5639
1029,0.655602,268.23,78.3119,215
1030,6.06893,258.631,-163.599,215
1031,2.85618,158.183,-369.78,215
1032,1.38478,515,-291.338,-235.744
1033,3.87049,337.93,-515,209.274
1034,8.49008,-129.371,-329.835,215
1035,4.34728,-515,-382.163,-215.321
1036,3.76088,515,52.1367,-253.045
1037,2.16123,-60.3548,-298.155,215
1038,2.39883,54.8515,221.916,215
1039,5.67729,-515,141.673,198.041
1040,4.67713,515,-10.6082,-427.716
1041,1.68865,-295.26,-19.9914,-515
1042,6.17294,-286.312,-461.52,215
1043,6.41563,-106.096,-296.989,-515
1044,4.28916,479.048,515,170.36
1045,2.74125,336.53,108.612,-515
1046,7.12675,36.2746,-515,62.7492
1047,2.1927,203.981,19.5636,215
1048,0.69266,-57.9115,5.33357,-515
1049,9.42315,14.58,-142.101,215
1050,3.94094,-330.164,448.963,-515
1051,7.15071,127.739,-515,-72.3636
1052,5.56214,76.8807,515,-0.728123
1053,4.18276,-249.635,-113.856,215
1054,6.9432,-515,168.877,-49.9718
1055,0.231841,-515,-231.103,-326.924
1056,1.42929,103.711,-196.705,215
1057,6.35537,515,-109.541,-232.254
1058,6.88391,-62.5403,-255.278,215
1059,1.14458,147.483,515,-195.108
1060,1.75068,-515,-420.965,-89.4653
1061,0.486647,-332.765,-515,-39.7819
1062,6.44161,515,-238.261,-115.449
1063,6.07847,-2.96045,-173.093,215
1064,3.11016,-242.475,515,-230.702
1065,5.44252,-484.556,-515,-13.5373
1066,5.02433,515,-335.978,-318.886
1067,3.02348,515,42.8395,-8.27479
1068,2.26251,-181.504,32.1291,-515
1069,6.19871,515,258.535,-168.185
1070,2.88171,39.0498,515,167.886
1071,0.920466,-207.995,271.093,-515
1072,0.31044,383.275,336.594,215
1073,4.3792,-515,162.676,-40.8445
1074,6.71953,515,-399.975,-466.626
1075,5.40448,-428.014,-218.087,-515
1076,4.25584,-376.572,515,64.8189
1077,0.794322,-370.435,-515,62.4361
1078,6.97543,-222.014,-130.875,215
1079,1.93542,224.23,260.224,-515
1080,2.08743,122.492,220.245,215
1081,4.74961,108.347,-312.228,215
1082,1.31227,-62.4292,-4.77773,215
1083,7.26947,319.317,144.425,215
1084,4.4636,515,-76.5767,97.3546
1085,4.43845,62.4289,-29.4853,215
1086,2.81195,-137.721,55.4819,-515
1087,8.06462,-373.726,296.635,215
1088,5.56459,515,-207.788,173.344
1089,2.69041,-108.573,-67.0179,215
1090,4.99004,89.9827,515,117.024
1091,0.597903,40.6741,515,8.9311
1092,3.4133,419.533,291.466,-515
1093,2.93717,-515,-30.2059,66.3189
1094,1.11104,-515,87.1693,12.7559
1095,1.2811,-515,361.338,-489.1
1096,4.75628,-160.369,-515,143.369
1097,1.22407,-257.835,-478.848,-515
1098,6.45033,-99.4391,-4.02237,215
1099,8.97722,-84.9186,-84.4323,215
1100,9.70415,-289.06,515,-111.073
1101,5.3157,-280.252,-515,-467.48
1102,4.52489,-67.2287,-183.453,215
1103,1.25221,-515,-227.538,-279.971
1104,4.60009,-107.22,-515,198.829
1105,3.60004,-309.529,-515,-118.11
1106,1.56271,187.15,515,121.185
1107,4.60769,489.336,-515,-41.6201
1108,5.31598,-256.6,-78.7876,215
1109,4.40471,-515,50.3225,-221.991
1110,3.58465,49.5415,152.121,-515
1111,0.111137,205.382,-365.277,-515
1112,5.2613,201.444,515,-357.292
1113,8.25919,-515,240.305,-62.9992
1114,3.12774,171.443,316.982,-515
1115,0.460696,131.462,-73.5189,215
1116,5.11921,-515,505.335,136.751
1117,4.02536,296.263,92.6658,-515
1118,1.94692,515,-372.181,102.583
1119,4.48834,361.961,-515,-141.964
1120,3.80164,215.941,-380.938,215
1121,5.10456,-515,-95.4821,-271.513
1122,3.04752,-231.452,-515,187.567
1123,0.315173,515,-148.383,-101.827
1124,0.18061,-62.13,61.1266,215
1125,8.39534,-515,352.08,-327.552
1126,5.03449,318.357,-111.735,215
1127,7.4321,515,338.417,-121.017
1128,5.80524,-515,-104.842,-304.93
1129,4.76697,159.643,515,-44.3938
1130,1.93526,-29.2934,232.117,-515
1131,2.71271,-251.775,417.394,-515
1132,1.0879,-515,-506.529,161.638
1133,3.79083,65.7818,293.049,-515
1134,0.826934,-515,-258.298,-239.912
1135,1.13006,-125.406,48.0964,215
1136,4.99534,233.689,-216.552,-515
1137,5.93684,-515,-203.951,-49.7552
1138,2.98001,-189.957,253.348,215
1139,3.6932,-515,237.108,211.695
1140,6.57005,72.3496,-323.107,215
1141,1.59483,-515,112.863,-443.018
1142,4.93227,-104.652,-515,180.751
1143,2.85327,232.997,27.5741,215
1144,4.70444,193.699,-78.5451,-515
1145,6.25251,515,251.567,-394.703
1146,1.28771,259.761,-314.526,215
1147,2.72468,-191.43,242.952,215
1148,4.0741,183.342,-515,-59.3987
1149,4.63254,61.885,-515,-509.957
1150,7.47999,-515,-508.472,157.995
1151,2.62543,84.9935,21.0918,215
1152,0.284216,515,-509.51,-248.917
1153,3.9726,515,203.177,54.5399
1154,2.44596,29.5492,-515,-133.626
1155,4.08261,-83.5463,80.808,215
1156,0.00658177,515,-156.134,-73.202
1157,6.9829,-215.843,83.6294,215
1158,2.23327,-300.437,165.58,-515
1159,1.32559,-12.4667,515,-514.945
1160,6.59339,-236.522,-158.573,215
1161,3.96834,-90.1723,342.12,-515
1162,6.9029,515,-37.4064,-75.5117
1163,0.782446,-422.546,422.799,-515
1164,6.04775,515,-20.6319,141.847
1165,2.15357,-128.368,254.615,-515
1166,2.30835,-202.516,173.354,215
1167,8.77827,515,12.7221,-24.0104
1168,4.50466,79.5635,325.274,-515
1169,8.7861,91.3058,-92.8924,215
1170,4.48323,-37.6275,-100.789,215
1171,2.45809,-307.193,-515,96.3403
1172,1.96048,515,-504.921,-113.657
1173,1.79703,-515,-175.565,83.4783
1174,7.60565,-87.531,314.517,215
1175,1.85765,-194.824,-16.7751,215
1176,8.9673,-62.6277,-515,164.898
1177,0.606992,-515,125.198,41.0588
1178,2.56895,48.1049,90.8752,215
1179,5.10405,515,486.218,-142.543
1180,0.540347,-515,-0.583866,-114.873
1181,2.18761,-515,-433.627,-82.031
1182,3.49157,515,-112.032,-93.3046
1183,7.39324,224.558,-515,-337.551
1184,6.74755,-97.109,-9.78232,215
1185,4.52027,-515,397.015,214.359
1186,4.94269,376.307,-515,-476.204
1187,3.00945,-180.194,-83.7584,215
1188,3.74311,515,-75.7837,-224.696
1189,2.03231,-101.044,210.878,-515
1190,2.99516,-368.013,515,201.385
1191,4.65238,-515,-133.992,-472.567
1192,3.43761,515,497.469,38.4239
1193,6.71478,-249.41,515,-305.36
1194,4.08809,515,140.723,200.38
1195,3.36655,61.7807,13.8785,215
1196,9.54667,515,363.858,-143.208
1197,6.73543,-432.838,201.103,-515
1198,2.50688,512.672,515,46.694
1199,7.42019,-421.898,-515,110.305
1200,0.154931,-221.703,515,139.958
1201,4.92325,119.411,-515,-501.851
1202,3.05004,113.047,-515,-251.495
1203,8.76288,22.825,140.732,-515
1204,4.18739,437.473,515,-458.42
1205,0.619875,-103.732,-25.1489,215
1206,0.877063,16.2531,515,64.2127
1207,0.936672,515,-320.927,176.23
1208,8.54336,-515,267.273,-333.735
1209,0.0587659,1.5686,73.8868,215
1210,3.12974,-127.876,-515,-212.597
1211,2.14255,-173.818,515,200.258
1212,0.752831,-62.5886,103.441,215
1213,0.50586,-515,493.734,133.851
1214,0.492104,367.88,208.497,-515
1215,7.09813,190.565,-515,-447.334
1216,4.67421,-277.866,306.126,215
1217,5.54438,276.912,-63.9392,215
1218,3.1376,515,-124.855,-90.4894
1219,4.0345,515,-39.2012,-101.34
1220,3.26854,-391.03,-515,7.52121
1221,5.33698,515,68.6577,72.4446
1222,2.84033,-5.52689,-287.305,215
1223,3.10957,515,-40.9402,-181.835
1224,0.762988,515,177.21,-281.713
1225,5.19396,-515,396.396,-165.704
1226,5.06808,-172.596,-144.508,215
1227,7.29584,-149.907,-515,-18.1366
1228,5.55795,140.707,322.791,215
1229,5.51031,-335.151,19.394,-515
1230,5.5292,152.885,515,126.261
1231,6.1362,306.362,515,-53.2686
1232,3.05072,-118.549,515,-130.207
1233,5.32401,-47.975,250.693,215
1234,6.32392,-55.7118,-36.7641,215
1235,3.21748,-108.018,-93.5641,215
1236,3.68727,321.633,-515,77.5181
1237,7.71194,-217.785,-515,-170.029
1238,1.80089,515,-67.0706,-94.5723
1239,1.45057,515,80.8222,23.5274
1240,4.12663,510.875,-108.537,215
1241,5.58446,-515,-187.65,54.8972
1242,3.65313,126.359,-70.7611,215
1243,6.63249,-300.249,249.047,215
1244,0.345553,515,43.2762,-159.384
1245,2.28267,-175.929,-419.224,-515
1246,2.92569,351.151,57.2451,215
1247,3.50739,210.705,-515,-222.241
1248,0.798337,-515,226.643,-230.785
1249,5.12085,189.3,-266.171,-515
1250,6.14534,515,-103.817,-403.999
1251,4.71013,-448.214,-169.749,-515
1252,2.27106,515,-172.634,-172.44
1253,3.66847,-17.4505,113.501,215
1254,1.93511,350.896,-233.554,215
1255,0.741024,422.447,-6.00625,215
1256,9.08711,-264.447,18.4479,-515
1257,1.44666,-10.1861,-205.406,215
1258,9.51256,515,141.405,-297.517
1259,6.86579,16.8394,13.8102,215
1260,7.06767,-270.403,-407.985,-515
1261,4.18863,-515,325.54,-269.211
1262,3.49044,-343.759,-27.0745,-515
1263,0.422722,442.562,-424.759,215
1264,6.48091,-515,156.727,-98.5412
1265,2.98109,33.9594,81.6147,-515
1266,3.05307,-288.787,31.3935,-515
1267,2.5808,225.152,-43.5729,215
1268,5.25119,-262.666,-99.6338,215
1269,2.8867,515,-64.9407,-145.534
1270,3.18051,-515,-487.479,179.057
1271,1.83741,-166.256,-367.216,215
1272,3.24125,300.031,-339.248,215
1273,0.65791,158.411,-515,-242.401
1274,4.72422,-317.71,515,61.0149
1275,6.01842,-40.2599,-94.4366,215
1276,6.07974,157.239,3.88718,215
1277,2.21938,72.7561,-211.805,215
1278,1.6642,192.997,-515,-210.636
1279,1.09736,163.541,100.437,215
1280,2.04066,-188.387,-515,-259.045
1281,0.0888264,271.029,132.144,215
1282,0.686493,298.385,-515,155.561
1283,2.71598,45.1239,515,-167.135
1284,4.57192,-515,260.089,162.793
1285,2.63152,-120.963,41.623,215
1286,1.09429,-40.9475,110.484,-515
1287,0.690135,-346.112,16.7658,-515
1288,2.96594,-292.198,-361.063,215
1289,2.76047,515,261.081,109.002
1290,3.98765,-191.634,68.6977,215
1291,2.96002,8.29944,-465.792,215
1292,1.67105,-273.739,-179.807,215
1293,5.71706,-30.9421,215.353,-515
1294,3.43437,131.903,172.476,215
1295,6.39785,-189.679,515,121.242
1296,1.06405,44.2292,308.533,-515
1297,2.96049,-73.4956,-515,-383.602
1298,0.779368,-515,121.988,-100.162
1299,6.91935,27.543,83.3652,215
1300,4.2564,-2.12076,-2.06537,215
1301,1.65632,83.3441,285.215,-515
1302,1.70011,128.32,-474.819,215
1303,3.11586,239.57,515,-492.315
1304,2.73201,-19.1195,-85.6224,215
1305,4.3178,99.4906,-515,131.183
1306,6.39093,398.324,166.134,215
1307,8.28604,515,357.208,-391.485
1308,2.63945,515,-453.835,-410.92
1309,4.98179,-27.0927,515,103.032
1310,2.51542,-267.828,309.02,-515
1311,5.20175,193.515,-515,-15.6092
1312,2.12953,141.431,88.7991,215
1313,1.95724,-46.6504,130.38,215
1314,3.35764,170.06,515,7.80662
1315,8.19417,436.938,20.2357,-515
1316,1.1522,25.443,409.87,215
1317,1.60916,218.934,-66.0975,-515
1318,2.24922,515,136.133,-417.915
1319,4.30181,80.9554,515,89.2258
1320,3.04112,-169.849,-274.717,215
1321,2.01593,128.909,-515,-316.546
1322,3.35075,-515,-227.467,-287.619
1323,2.40284,515,250.609,78.3537
1324,2.37634,-183.153,258.695,-515
1325,7.4783,112.054,-156.935,-515
1326,2.55613,-515,-393.434,-248.944
1327,1.33109,-515,265.396,86.1174
1328,4.99311,115.784,-20.7372,215
1329,2.73162,355.811,-515,55.4776
1330,6.17166,-100.703,498.605,215
1331,0.476643,-515,64.0734,-440.167
1332,5.07338,-251.204,515,26.5787
1333,3.15372,-46.3045,39.879,215
1334,0.0827454,-95.0457,241.837,215
1335,1.24163,-97.9534,515,-372.273
1336,1.82186,515,153.465,-132.764
1337,3.47705,42.558,-63.7984,215
1338,3.90214,-171.458,-515,44.399
1339,5.66279,515,142.775,-404.623
1340,4.57877,-193.632,370.965,-515
1341,4.29647,-88.0499,-140.04,215
1342,5.37114,-209.074,36.6779,-515
1343,1.07017,-515,-296.885,-95.1441
1344,2.22197,232.815,204.75,-515
